Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Newgate Shopping Center,14100 Lee Hwy,,Centreville,VA,20120,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.839929,-77.432268,2022-04-25,198566,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Dulles Town Center,21076 Dulles Town Cir,,Sterling,VA,20166,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,39.0329,-77.422159,2022-04-25,198570,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,The Fashion Centre at Pentagon City,1100 S Hayes St,,Arlington,VA,22202,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,38.861479,-77.06185,2022-04-25,198572,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Leesburg Corner Premium Outlets,241 Fort Evans Rd NE,,Leesburg,VA,20176,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,39.108181,-77.538666,2022-04-25,198573,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Stonebridge at Potomac Town Center,15201 Potomac Town Pl,,Woodbridge,VA,22191,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,38.62988,-77.2891,2022-04-25,198579,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Safeway Arlington #4007,3713 Lee Hwy,,Arlington,VA,22207,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.8962649,-77.1055814,2022-04-25,198597,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Fairfax Junction,11001 Lee Hwy,,Fairfax,VA,22030,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.8524966,-77.3248574,2022-04-25,198602,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Coliseum Crossing,2101 Coliseum Drive,,Hampton,VA,23666,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,37.0480173,-76.3919917,2022-04-25,198626,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Penrose Square,2501 9th Rd S,,Arlington,VA,22204,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.8635,-77.08446,2022-04-25,198632,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Wawa #655,5231 Brook Rd,,Richmond,VA,23227,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.603623,-77.4546541,2022-04-25,198634,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Village Shopping Center,7029 Three Chopt Road,,Richmond,VA,23226,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.59074,-77.533397,2022-04-25,198636,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Willow Lawn,1601 Willow Lawn Dr,,Richmond,VA,23230,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,37.58226,-77.49929,2022-04-25,198638,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Wawa Newport News #0685,772 J Clyde Morris Blvd,,Newport News,VA,23601,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.0813481,-76.4600358,2022-04-25,198640,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Festival at Manchester Lakes,7005 Manchester Blvd,,Alexandria,VA,22310,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.7655957,-77.154734,2022-04-25,198648,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Carytown Exchange,3533 Elwood Ave.,,Richmond,VA,23221,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,37.5564429,-77.486842,2022-04-25,198656,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Center Shops,742 W 21st St,,Norfolk,VA,23517,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,36.8705577,-76.2953059,2022-04-25,198658,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Ashburn Village Shopping Center,44110 Ashburn Shopping Plz,,Ashburn,VA,20147,,877-455-3833,E,,Public,24 hours daily,,,,,,1,2,,eVgo Network,https://www.evgo.com/,GPS,39.044952,-77.475057,2022-04-25,198663,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Westin Tysons Corner,7801 Leesburg Pike,,Falls Church,VA,22043,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.907968,-77.215879,2022-04-25,198669,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Market Common Clarendon,"1303 N. Fillmore St., Level 3",,Arlington,VA,22201,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.888344,-77.093081,2022-04-25,198678,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Kings Park Shopping Center,8970 Burke Lake Rd,,Springfield,VA,22151,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.80938,-77.25379,2022-04-25,198686,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Village Center at Dulles,2445 Centreville Rd,,Herndon,VA,20171,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.95025,-77.41004,2022-04-25,198688,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Target Lynchburg,4028 Wards Rd,,Lynchburg,VA,24502,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.34578,-79.19088,2022-04-25,198855,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,The Shops at Southgate,100 E Fairfax St,,Falls Church,VA,22046,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.88034,-77.17221,2022-04-25,198883,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Sheetz #295,2703 Peters Creek Rd NW,,Roanoke,VA,24019,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,37.3162173,-80.0032855,2022-04-25,198910,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Hilltop Village Center,7905 Hilltop Village Center Dr,,Alexandria,VA,22315,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.742896,-77.162922,2022-04-25,198912,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Cave Spring Corners,3971 Brambleton Ave,,Roanoke,VA,24018,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,37.233702,-80.007721,2022-04-25,198914,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Annandale Shopping Center,7040 Columbia Pike,,Annandale,VA,22003,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.8342,-77.18924,2022-04-25,198925,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Tower Shopping Center,6801 Bland St,,Springfield,VA,22150,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.7808221,-77.1836754,2022-04-25,198934,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Old Keene Mill Shopping Center,8424 Old Keene Mill Rd,,Springfield,VA,22152,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.7796073,-77.2369353,2022-04-25,198935,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Point 50,10334 Fairfax Blvd,,Fairfax,VA,22030,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.860838,-77.303935,2022-04-25,198936,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Barcroft Plaza,6345 Columbia Pike,,Falls Church,VA,22041,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.83684,-77.15629,2022-04-25,198937,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Greenbrier Mall,1401 Greenbrier Pkwy,,Chesapeake,VA,23320,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,36.780709,-76.2271409,2022-04-25,198938,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Water Street Garage,200 E Water St,,Charlottesville,VA,22902,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.02968,-78.48105,2022-04-25,198939,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Sheetz #579,11774 Sudley Manor Dr,,Manassas,VA,20109,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.7834844,-77.5198883,2022-04-25,198946,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Safeway Mclean #1920,1688 Anderson Rd,,McLean,VA,22102,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.922475,-77.20139,2022-04-25,198950,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Eden Center,6763 Wilson Blvd,,Falls Church,VA,22044,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.87371,-77.15279,2022-04-25,198953,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Wawa Norfolk #8645,1146 N Military Hwy,,Norfolk,VA,23502,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,36.860592,-76.209297,2022-04-25,198993,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Sheetz #606,2500 Caton Hill Rd,,Woodbridge,VA,22192,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.656564,-77.29006,2022-04-25,199000,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Pan Am Shopping Center,3089 Nutley St,,Fairfax,VA,22031,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.8702,-77.2616,2022-04-25,199003,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,New River Valley Mall,782 New River Rd,,Christiansburg,VA,24073,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,37.165292,-80.426151,2022-04-25,199005,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Southside Shopping Center,32 Mill Creek Dr,,Charlottesville,VA,22902,,877-455-3833,E,,Public,24 hours daily,,,,,,,2,,eVgo Network,https://www.evgo.com/,GPS,38.00095,-78.49633,2022-04-25,199009,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,The Loren,6410 Arlington Blvd,,Falls Church,VA,22042,,877-455-3833,E,,Public,24 hours daily,,,,,,2,1,,eVgo Network,https://www.evgo.com/,GPS,38.872377,-77.161353,2022-04-25,199012,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Pike 7 Plaza- A1,8350 Leesburg Pike,,Vienna,VA,22182,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.921778,-77.236743,2022-04-25,199013,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Mount Vernon Plaza,7694 Richmond Hwy,,Alexandria,VA,22306,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.7498137,-77.0864703,2022-04-25,199015,2022-04-25 01:52:36 UTC,,,,2021-10-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 3639 (Dulles, VA)",24635 Dulles Landing Dr,,Dulles,VA,20166,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.935027,-77.522058,2022-04-25,199182,2022-04-25 01:59:56 UTC,,,,2021-10-27,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Jaguar Virginia Beach,3033 Virginia Beach Blvd,,Virginia Beach,VA,23452,,757-490-1111,E,,Public,24 hours daily,,,,,,2,1,,Non-Networked,,200-9,36.842819,-76.077243,2021-11-04,199244,2022-02-10 19:42:29 UTC,P,,,2021-10-27,,,,,J1772COMBO TESLA,US,,,,Public,,public,,,CAR_DEALER,,,,,,,,,,,,,,,,,
ELEC,First & Main Blacksburg,1490 S Main Street,,Blacksburg,VA,24060,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,37.21468,-80.40111,2022-04-25,203092,2022-04-25 01:52:36 UTC,,,,2021-12-28,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,MBA200 OUTSIDE SALES 3,200 South Pickett Street,,Alexandria,VA,22304,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.808699,-77.122703,2022-04-25,203128,2022-04-25 00:36:30 UTC,,,,2021-12-29,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Carytown Parking Lot,10 S Crenshaw Ave,,Richmond,VA,23221,,,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,3,,Non-Networked,,GPS,37.5552704937144,-77.4847137148966,2022-02-10,205510,2022-02-10 19:42:29 UTC,P,,,2022-01-24,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,,,,,,,,,,,
ELEC,MacArthur Center - Parking Garage,500 E City Hall Ave,,Norfolk,VA,23510,,,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,,1,,Non-Networked,,GPS,36.8479536382711,-76.2863680457534,2022-02-10,205519,2022-02-10 19:42:29 UTC,P,,,2022-01-24,,,,,CHADEMO J1772COMBO,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,PARKING_GARAGE,,,,,,,,,,,,,,,,,
ELEC,The Field at Commonwealth,14335 Newbrook Dr,,Chantilly,VA,20151,,877-455-3833,E,,Public,24 hours daily,,,,,,,4,,eVgo Network,https://www.evgo.com/,GPS,38.8766332,-77.4420156,2022-04-25,206982,2022-04-25 01:52:36 UTC,,,,2022-02-24,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"BOA Alexandria VA9-666 (Alexandria, VA)",600 N. WASHINGTON ST.,,Alexandria,VA,22314,,833-632-2778,E,,Public,24 hours daily,,,,,,,4,,Electrify America,https://www.electrifyamerica.com/,GPS,38.81116,-77.046323,2022-04-25,212731,2022-04-25 01:59:56 UTC,,,,2022-03-25,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Center of Excellence (For Testing Purposes Only),300 Victory Drive,,Reston,VA,20191,,833-231-3226,E,,Public,24 hours daily,,,,,,,3,,Electrify Canada,https://www.electrify-canada.ca/,GPS,38.957299,-77.378558,2022-04-25,214143,2022-04-25 02:03:42 UTC,,,,2022-04-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
